CGPA,Internships,Projects,Certifications,Aptitude_Score,Technical_Skill,Coding_Skill,Communication_Skill,Soft_Skill,Backlogs,Extracurricular_Score,Leadership_Score,LinkedIn_GitHub_Activity,Placement_Training,Gender,Branch,Placed,Package_LPA
7.03,1,3,1,70.9,6.7,6.6,7.2,4.5,0,7.3,3.0,4.3,Yes,Female,CSE,0,0.0
5.99,0,3,2,41.0,4.9,5.7,4.6,6.6,0,1.7,6.6,2.9,Yes,Male,CSM (AI/ML),0,0.0
6.62,0,3,5,49.2,5.1,4.3,3.9,6.0,0,2.4,0.9,7.2,No,Male,ECE,1,4.83
6.29,2,2,4,36.7,6.5,7.5,6.8,6.8,0,3.5,0.4,7.6,No,Male,EEE,0,0.0
9.15,0,3,0,80.4,6.9,5.0,7.3,6.3,0,5.3,0.8,9.1,Yes,Female,CIVIL,1,8.28
8.34,2,2,0,46.0,5.6,7.1,5.5,4.4,0,2.3,0.5,6.2,Yes,Female,CSM (AI/ML),0,0.0
8.67,1,5,2,51.5,9.4,6.6,4.9,5.8,0,3.4,7.8,4.4,No,Female,CIVIL,1,16.72
8.12,3,3,2,41.4,7.7,8.3,8.3,8.1,0,7.8,6.7,4.1,Yes,Female,EEE,1,12.97
6.27,4,3,2,55.8,2.9,6.1,6.3,5.1,1,5.3,2.5,6.3,No,Male,CSE,0,0.0
6.88,0,3,1,59.7,6.0,10.0,4.9,7.9,2,6.4,4.8,5.7,No,Male,CSM (AI/ML),1,8.73
7.89,2,3,1,75.2,4.6,6.9,4.2,7.2,0,3.0,8.1,4.8,Yes,Female,ECE,1,8.33
6.18,0,0,2,40.8,9.3,6.1,5.4,6.5,0,5.4,6.1,4.6,No,Male,CSM (AI/ML),0,0.0
8.11,1,6,1,52.4,2.6,5.1,5.8,5.3,0,5.2,9.4,7.9,Yes,Male,CSE,0,0.0
7.16,1,3,4,84.8,6.9,7.5,7.5,6.7,0,3.9,4.8,4.2,No,Female,ECE,1,12.14
7.03,1,2,0,78.7,6.4,5.1,6.4,5.6,1,5.4,3.6,8.3,Yes,Male,CSE,1,6.83
8.11,1,3,3,51.2,7.5,4.3,6.2,7.8,2,1.7,2.7,5.6,Yes,Female,CIVIL,0,0.0
7.84,0,0,6,61.2,6.7,4.9,5.0,4.5,0,6.4,5.0,4.4,Yes,Male,CIVIL,1,8.8
7.04,2,2,4,93.5,9.5,5.4,8.5,6.7,0,4.7,7.0,3.4,Yes,Female,ECE,1,12.55
8.56,3,2,2,42.9,7.7,10.0,7.9,6.3,0,5.0,5.2,4.8,Yes,Female,CSE,1,17.38
6.32,2,1,2,31.3,3.3,6.4,7.7,6.8,0,7.2,4.2,6.4,Yes,Female,ECE,0,0.0
8.02,0,3,1,53.4,8.4,4.5,6.3,7.3,1,6.4,7.6,4.3,Yes,Male,ECE,1,9.06
7.99,1,3,2,60.7,6.5,7.9,7.0,5.1,0,4.9,6.1,7.2,Yes,Female,CIVIL,1,10.76
7.09,0,2,2,49.2,8.4,6.2,2.5,5.1,1,3.3,4.8,4.2,No,Male,CSE,0,0.0
7.73,0,1,2,77.6,5.7,8.3,6.7,6.6,1,8.2,3.4,4.9,Yes,Male,EEE,0,0.0
6.15,2,3,2,65.4,4.5,9.4,9.3,7.7,0,2.8,4.5,2.2,No,Female,ECE,1,12.31
8.32,3,5,2,52.3,4.2,3.0,5.5,6.0,2,6.8,6.0,6.5,Yes,Male,CSE,0,0.0
7.22,3,2,0,53.4,7.9,1.3,4.9,8.3,0,2.3,3.4,4.6,Yes,Male,CSE,1,6.74
6.88,1,1,1,50.1,7.5,9.6,6.2,5.9,0,7.3,2.4,8.8,No,Male,EEE,1,13.23
8.45,1,1,0,75.3,5.3,4.5,5.1,5.3,1,7.5,4.0,6.8,Yes,Female,CSM (AI/ML),0,0.0
6.7,0,4,1,54.4,1.9,2.6,5.0,6.9,0,1.7,4.9,5.4,Yes,Male,IT,0,0.0
5.99,2,5,2,42.9,8.0,4.8,6.8,5.5,0,6.4,7.9,8.0,No,Female,CIVIL,1,9.66
5.84,1,1,1,77.4,2.9,4.0,7.6,5.6,1,6.2,2.6,6.1,Yes,Male,ECE,0,0.0
8.01,4,0,1,57.6,9.7,4.3,6.8,6.7,1,6.9,5.5,7.5,Yes,Male,EEE,1,13.37
6.12,1,2,2,40.2,3.9,7.4,4.7,7.6,0,6.2,4.4,3.2,No,Female,CSE,0,0.0
9.15,3,4,2,89.4,6.2,5.1,5.4,6.7,1,3.6,4.5,6.3,Yes,Male,CIVIL,1,9.78
5.32,1,1,2,71.8,6.6,2.7,6.9,6.5,1,5.1,8.2,6.4,Yes,Male,CSM (AI/ML),0,0.0
9.1,0,4,0,62.7,6.8,5.9,7.4,9.0,0,8.8,5.2,1.6,Yes,Male,ECE,1,10.64
7.61,2,1,1,58.6,6.7,4.2,6.1,7.3,0,3.3,3.1,8.7,Yes,Female,CIVIL,1,8.4
7.3,1,2,2,57.5,6.4,5.3,5.1,5.8,1,6.1,6.9,2.5,Yes,Female,CSE,0,0.0
6.86,2,1,3,57.2,5.5,5.4,7.6,7.8,0,7.8,6.7,2.2,No,Female,ECE,0,0.0
7.8,2,2,1,57.6,5.8,7.4,9.1,6.0,0,3.5,2.9,0.0,Yes,Male,EEE,1,12.02
7.36,2,4,3,52.6,5.2,4.8,8.1,7.1,0,2.7,2.5,6.3,Yes,Male,CSE,0,0.0
8.5,1,0,2,60.3,6.4,7.1,9.4,7.1,1,3.0,5.9,1.4,Yes,Female,CSE,0,0.0
7.51,3,3,0,52.2,3.4,2.8,5.5,6.3,2,6.3,4.9,4.0,Yes,Female,ECE,0,0.0
7.55,2,1,2,65.6,6.7,7.5,7.9,5.3,1,3.0,4.0,7.1,Yes,Female,ECE,1,12.3
7.04,2,2,1,61.6,6.0,8.3,8.3,6.3,0,5.2,7.2,5.6,Yes,Female,CSM (AI/ML),0,0.0
7.34,3,1,2,50.8,7.5,5.4,5.7,5.6,2,8.2,3.8,3.8,No,Male,CIVIL,0,0.0
7.71,0,2,2,60.6,5.7,4.2,5.2,6.7,3,5.4,5.9,1.5,No,Male,CSM (AI/ML),0,0.0
5.69,1,4,0,70.7,7.2,3.8,5.0,6.9,2,3.9,7.5,5.0,Yes,Female,ECE,0,0.0
6.05,1,3,0,25.9,7.1,5.8,6.3,3.5,1,5.8,4.3,7.2,Yes,Male,CSE,0,0.0
8.14,0,1,2,71.3,6.0,8.1,4.1,6.8,0,5.4,1.2,6.8,No,Male,CSE,1,10.97
7.57,0,0,2,42.4,6.8,5.0,8.9,10.0,1,6.4,4.2,9.3,No,Male,CSM (AI/ML),0,0.0
7.22,2,3,2,54.7,4.1,7.9,4.5,5.9,1,8.7,5.4,3.7,Yes,Male,ECE,0,0.0
7.42,1,5,2,16.7,8.3,3.6,7.0,7.7,0,6.3,7.1,2.2,Yes,Female,MECH,0,0.0
7.75,1,1,4,71.1,5.3,5.1,3.0,7.3,0,9.6,3.9,5.9,Yes,Male,CSM (AI/ML),0,0.0
6.86,2,3,1,50.2,5.9,5.7,9.5,4.0,0,6.4,8.6,5.7,Yes,Female,CSE,0,0.0
6.62,0,2,1,54.0,4.5,6.2,8.3,7.0,1,4.0,2.3,5.2,Yes,Male,ECE,0,0.0
7.6,1,2,1,63.5,5.0,5.2,4.0,5.1,0,10.0,5.3,3.5,No,Female,CSM (AI/ML),1,6.25
6.42,0,1,3,30.5,8.8,8.2,6.9,6.0,0,5.3,4.5,0.0,Yes,Female,CSE,1,12.76
7.81,2,2,0,63.0,6.4,8.2,6.0,4.3,1,3.4,7.8,2.9,Yes,Male,CIVIL,0,0.0
5.7,1,2,2,72.4,5.7,5.5,6.6,6.9,1,10.0,1.9,6.5,Yes,Male,ECE,1,7.76
8.43,0,2,0,64.8,5.7,4.8,7.4,5.8,0,4.0,5.9,5.9,Yes,Male,CSE,0,0.0
7.87,2,3,1,55.7,6.2,4.7,5.2,8.2,1,4.0,4.5,7.4,Yes,Male,EEE,0,0.0
7.66,1,5,2,62.7,7.4,7.8,6.3,4.4,1,4.4,8.2,6.0,No,Male,MECH,1,13.67
8.38,2,2,2,60.8,6.5,4.5,3.7,7.6,1,5.8,3.3,6.9,Yes,Male,MECH,1,9.47
9.07,2,2,4,74.1,6.5,3.0,6.5,6.9,1,7.4,5.9,7.0,No,Female,ECE,1,5.48
8.41,1,1,2,82.1,4.7,3.3,3.3,5.1,0,0.2,3.2,5.2,Yes,Female,ECE,0,0.0
5.56,0,3,1,55.4,5.7,7.1,8.4,4.1,0,7.4,5.4,5.3,Yes,Male,MECH,0,0.0
6.12,0,1,3,65.7,6.5,3.2,4.2,5.9,2,4.4,4.2,0.0,No,Male,EEE,0,0.0
6.78,1,3,2,51.3,6.2,5.0,6.8,6.6,0,4.7,4.2,3.7,Yes,Female,ECE,0,0.0
7.43,0,5,4,68.7,5.5,6.0,7.6,4.8,0,8.9,0.8,3.8,No,Female,EEE,1,10.23
7.92,3,1,0,69.4,5.4,2.6,9.2,5.0,1,5.9,5.9,4.9,Yes,Male,CSE,0,0.0
6.67,0,4,1,59.3,6.9,6.1,9.1,7.7,3,6.4,2.7,3.1,Yes,Female,CSE,0,0.0
7.59,0,3,4,70.3,6.9,5.2,8.5,5.2,2,5.4,2.7,7.4,No,Male,IT,1,9.51
6.64,2,3,0,62.1,7.8,2.2,6.4,7.1,0,7.0,1.7,3.2,No,Female,IT,0,0.0
6.79,0,4,1,61.2,6.5,6.2,8.1,8.0,2,8.7,2.8,7.7,No,Female,MECH,0,0.0
5.99,1,1,1,47.9,2.9,6.6,6.8,5.2,0,0.5,6.1,3.0,Yes,Male,CSM (AI/ML),0,0.0
6.48,1,1,3,64.8,10.0,6.2,6.9,4.6,0,7.7,5.9,3.8,No,Male,CSE,1,11.68
6.05,1,3,1,52.8,6.2,6.8,5.5,7.5,2,8.6,6.4,3.6,Yes,Male,CSM (AI/ML),1,6.68
6.42,0,3,1,75.9,5.5,6.3,9.0,5.9,0,6.5,2.8,4.1,No,Male,MECH,0,0.0
8.45,1,2,2,48.5,6.1,7.2,5.2,5.7,4,4.1,5.5,7.9,Yes,Male,CSM (AI/ML),0,0.0
6.45,0,0,3,66.3,5.6,4.0,4.8,8.3,1,3.2,3.7,4.4,Yes,Male,MECH,0,0.0
10.0,0,2,0,57.8,4.9,3.1,7.0,5.9,1,10.0,7.0,4.5,Yes,Male,EEE,0,0.0
7.89,0,3,1,66.3,7.2,3.6,3.7,6.7,2,3.7,5.9,3.5,Yes,Male,EEE,0,0.0
7.58,1,0,3,61.1,6.0,4.3,6.6,4.0,0,8.5,3.6,4.6,No,Male,IT,1,6.23
6.54,1,2,0,48.9,6.1,9.6,8.9,6.2,0,6.3,7.2,5.7,Yes,Female,CIVIL,1,11.91
8.1,2,1,1,79.5,2.2,4.3,7.0,5.1,3,9.6,6.1,4.7,No,Male,EEE,0,0.0
6.82,1,3,1,47.8,5.8,4.8,6.4,5.6,0,4.9,2.1,4.9,Yes,Female,CSE,1,8.52
7.52,3,0,0,72.3,4.5,5.4,5.1,5.5,0,2.3,1.5,7.5,Yes,Female,IT,1,6.25
9.96,2,1,1,34.8,5.4,5.1,4.1,8.1,0,5.5,2.2,5.8,Yes,Male,CSE,0,0.0
7.3,3,2,2,57.4,6.6,9.2,7.7,5.4,2,2.5,8.5,2.6,No,Male,CSM (AI/ML),1,14.26
8.55,1,4,3,86.5,5.2,2.5,6.4,5.6,1,10.0,2.9,5.0,No,Female,MECH,0,0.0
6.7,0,2,2,57.6,5.4,10.0,7.3,8.4,0,6.8,8.9,4.0,Yes,Male,CSE,1,10.3
7.37,1,0,3,63.5,6.4,6.1,3.1,5.8,0,7.1,2.8,6.4,Yes,Female,EEE,0,0.0
9.17,1,4,0,87.6,5.4,7.6,7.5,5.4,0,7.1,2.5,5.4,Yes,Male,CSM (AI/ML),1,12.23
6.77,1,1,2,59.7,4.5,5.8,9.4,7.8,1,4.1,6.8,7.8,No,Female,EEE,1,4.93
9.21,0,3,3,66.1,3.4,7.3,8.4,6.3,0,5.2,6.9,3.5,No,Female,IT,0,0.0
8.11,0,1,0,71.7,6.7,4.0,6.8,6.4,2,5.7,6.2,4.8,Yes,Male,MECH,0,0.0
6.84,0,3,3,39.9,5.4,3.2,4.8,6.7,0,9.4,6.4,2.8,Yes,Female,CSM (AI/ML),0,0.0
8.03,0,4,2,54.2,3.5,10.0,6.6,8.2,0,3.2,3.3,5.1,No,Male,CSE,0,0.0
8.37,0,2,2,64.1,8.2,9.4,6.6,4.9,0,4.0,6.7,1.7,Yes,Male,IT,1,14.72
8.02,1,2,5,36.5,6.7,3.8,5.7,7.9,0,4.8,5.5,5.9,No,Male,ECE,0,0.0
5.83,1,0,2,83.9,4.3,7.2,5.8,4.2,1,4.2,4.2,5.1,Yes,Male,CSE,0,0.0
6.67,3,3,1,74.1,5.1,8.0,9.5,5.2,0,2.6,5.2,5.6,No,Female,EEE,1,11.64
7.15,0,2,2,71.7,7.9,7.1,5.0,5.0,2,0.1,7.2,7.0,Yes,Male,CSE,1,10.18
7.33,1,3,6,83.1,5.9,5.4,5.8,6.1,0,1.8,5.8,5.7,Yes,Female,CSE,1,9.82
8.02,0,2,1,73.6,5.5,9.6,7.2,5.2,0,7.7,0.5,2.3,Yes,Male,EEE,1,11.42
7.58,0,6,2,58.3,7.4,7.1,9.7,8.1,0,5.5,6.9,3.9,Yes,Male,CSM (AI/ML),1,11.76
6.06,0,2,0,35.9,5.9,4.0,5.9,7.0,0,7.2,6.7,5.0,Yes,Female,CSM (AI/ML),0,0.0
7.78,0,2,5,51.1,8.2,5.1,3.7,6.3,1,4.3,4.2,4.4,Yes,Male,EEE,1,8.72
8.01,1,2,3,51.6,5.5,3.8,3.2,5.1,0,5.3,5.2,4.7,No,Male,CIVIL,0,0.0
7.96,1,2,5,71.9,5.3,5.6,10.0,8.3,0,8.7,5.2,8.9,No,Male,EEE,1,10.61
8.48,0,5,2,63.3,6.2,5.5,3.5,6.4,2,8.6,0.8,5.4,Yes,Male,ECE,0,0.0
8.23,1,4,0,37.0,7.7,7.2,6.5,5.9,0,7.4,4.2,6.1,Yes,Male,EEE,1,14.0
7.86,2,1,0,75.8,6.6,7.2,4.1,6.1,1,5.9,4.2,0.6,Yes,Male,EEE,1,9.97
7.33,1,0,1,83.3,6.4,6.5,5.2,6.0,0,6.5,4.7,6.9,No,Male,MECH,1,9.11
5.74,1,0,1,85.6,4.9,6.5,5.4,7.5,3,6.2,3.9,10.0,No,Male,CSM (AI/ML),0,0.0
7.83,1,5,3,43.9,4.7,7.8,3.5,7.9,0,5.2,6.4,8.3,Yes,Female,CSE,1,11.09
7.61,4,4,1,67.1,7.7,5.4,8.2,5.0,0,4.7,3.3,4.2,No,Female,EEE,1,12.24
7.67,1,2,2,45.9,7.9,1.3,7.0,5.4,0,7.7,6.9,10.0,No,Male,CSE,0,0.0
6.12,0,2,3,93.0,7.9,9.8,5.8,5.5,0,2.9,6.3,5.3,Yes,Male,ECE,1,13.23
6.32,0,5,1,62.5,7.5,4.1,5.5,6.7,1,8.5,7.9,5.9,Yes,Male,CSE,0,0.0
8.45,1,5,1,56.1,6.9,7.1,8.0,7.7,2,4.9,8.6,4.6,No,Male,CSM (AI/ML),1,11.45
7.36,1,4,4,53.1,6.9,5.2,6.5,4.4,0,2.9,8.7,4.5,Yes,Female,ECE,1,9.53
8.08,1,4,2,67.3,6.4,8.5,9.5,4.8,0,4.4,2.5,0.0,Yes,Female,CIVIL,1,13.77
7.43,0,2,2,70.2,7.1,4.0,5.7,5.8,2,3.8,5.7,7.0,Yes,Male,EEE,0,0.0
7.43,2,1,2,35.6,6.1,4.4,7.0,7.0,1,4.3,3.5,4.5,No,Male,CSE,0,0.0
8.34,1,5,3,84.3,7.1,4.9,4.6,5.0,1,4.3,10.0,4.8,Yes,Male,CIVIL,1,11.76
6.88,1,6,1,69.5,7.7,6.9,5.8,5.8,0,4.2,6.3,5.8,Yes,Female,ECE,1,12.09
7.5,1,1,0,84.2,4.2,6.2,8.0,5.3,0,4.9,8.0,4.2,No,Female,CSE,0,0.0
6.94,0,2,0,89.4,8.0,6.9,8.2,7.4,0,5.4,5.9,5.8,No,Male,ECE,1,9.75
6.97,0,0,4,60.4,6.1,6.0,9.2,6.1,0,7.0,0.0,8.0,Yes,Male,CSE,1,8.78
7.09,2,1,2,75.7,8.5,7.6,7.1,5.3,0,5.0,3.4,6.1,Yes,Male,CSM (AI/ML),1,13.09
7.62,0,5,2,52.8,8.2,7.6,8.3,4.7,1,6.2,3.6,4.8,Yes,Female,MECH,1,11.78
6.92,0,2,1,54.5,4.6,8.7,7.3,5.7,1,5.5,4.2,4.9,No,Male,EEE,0,0.0
8.66,2,2,2,87.2,6.2,6.5,5.8,5.9,1,6.6,5.8,5.7,Yes,Male,ECE,1,10.14
6.51,1,0,1,50.2,3.2,6.4,4.1,7.5,0,5.6,6.1,3.3,No,Male,CSE,0,0.0
7.21,2,0,1,65.1,5.6,9.2,6.1,7.7,0,4.2,0.0,5.7,Yes,Male,CSM (AI/ML),0,0.0
6.96,1,2,1,47.5,6.8,8.1,4.7,4.6,0,3.7,4.5,6.8,Yes,Male,IT,1,10.26
8.85,0,2,1,51.5,7.6,6.8,8.0,7.7,1,5.9,4.0,5.4,Yes,Female,CSM (AI/ML),1,8.87
7.6,0,0,0,53.9,6.3,3.2,8.1,7.3,0,8.0,7.9,4.2,Yes,Male,ECE,0,0.0
8.43,4,2,1,85.2,6.9,2.6,4.9,5.6,0,5.0,6.2,4.5,Yes,Female,ECE,1,6.5
5.91,1,1,1,70.2,5.1,7.0,8.1,7.4,0,4.1,4.6,6.7,Yes,Female,CSE,0,0.0
7.67,1,4,2,75.5,6.2,7.0,4.6,5.2,2,5.0,5.5,2.7,No,Male,IT,1,10.84
8.29,0,4,1,33.1,5.3,4.4,8.6,6.9,0,4.4,1.5,3.3,No,Female,CSE,0,0.0
7.48,2,3,3,62.6,6.7,6.5,6.2,9.7,3,4.2,6.4,1.5,Yes,Male,EEE,1,9.74
8.47,0,2,2,55.9,8.4,4.1,7.1,6.6,0,2.6,4.2,5.3,No,Male,MECH,1,8.01
6.88,0,5,3,69.9,6.1,6.9,8.6,5.8,0,5.0,3.3,7.2,No,Female,MECH,1,9.4
8.81,0,3,2,100.0,4.0,6.9,7.3,4.5,2,6.0,7.8,8.3,Yes,Male,MECH,1,8.4
9.7,0,3,4,23.8,6.5,6.9,6.2,6.4,0,3.3,5.6,8.8,Yes,Male,MECH,1,12.17
7.04,2,2,0,68.4,7.3,6.4,7.7,7.7,1,3.7,3.6,3.6,Yes,Male,CSM (AI/ML),0,0.0
6.95,1,5,3,97.3,4.7,5.2,4.9,5.3,1,3.6,3.7,5.8,Yes,Male,CIVIL,1,6.14
8.85,0,2,4,53.8,8.2,5.4,3.5,7.1,0,2.7,5.8,4.3,Yes,Male,CIVIL,1,10.61
8.98,2,2,2,64.4,5.2,8.0,8.1,5.9,0,3.6,5.6,9.0,Yes,Male,CSM (AI/ML),1,12.87
6.88,0,4,5,72.8,5.0,6.6,4.4,5.7,2,5.1,5.1,8.2,Yes,Male,ECE,1,7.82
6.98,1,2,2,27.5,3.4,6.7,7.8,7.0,0,2.8,2.5,5.6,Yes,Female,ECE,0,0.0
7.12,1,2,1,66.3,6.6,6.0,6.6,3.6,1,5.2,2.8,3.8,Yes,Female,CSE,1,9.78
6.06,1,6,2,49.3,9.1,7.0,6.4,6.0,1,4.1,3.4,0.0,No,Male,CSE,1,11.53
6.48,0,1,3,94.8,6.8,7.6,5.0,7.7,2,3.6,4.6,1.9,Yes,Male,CSE,1,9.0
6.4,1,3,0,58.7,5.0,4.6,5.7,6.0,0,6.3,4.9,0.9,Yes,Male,CIVIL,0,0.0
6.63,1,1,1,50.6,7.0,6.9,6.4,6.3,0,4.2,4.7,1.9,Yes,Male,ECE,0,0.0
7.37,0,2,1,75.5,7.5,5.4,6.7,6.1,2,4.6,4.8,9.5,No,Male,CIVIL,1,8.83
7.63,0,3,1,69.8,8.1,6.4,5.0,9.0,0,8.1,9.0,2.2,Yes,Female,MECH,1,9.75
8.95,0,3,2,76.3,4.2,7.4,7.5,6.8,0,3.7,6.8,2.8,Yes,Male,CSM (AI/ML),1,9.72
6.4,1,4,4,92.6,8.7,3.0,7.6,4.5,1,8.6,7.5,3.1,Yes,Male,CSE,0,0.0
8.38,1,2,4,52.6,6.5,3.7,7.1,5.1,1,4.8,6.0,10.0,Yes,Female,ECE,1,7.17
7.19,0,6,3,89.5,9.0,4.5,5.7,6.4,1,3.2,5.2,5.1,Yes,Female,IT,1,10.44
7.35,1,0,2,92.0,6.4,4.4,7.7,8.1,0,4.4,5.9,7.5,No,Male,MECH,0,0.0
8.07,1,6,6,49.7,7.1,5.5,7.3,7.2,1,5.6,5.5,5.6,Yes,Male,MECH,1,10.34
6.28,3,3,4,51.3,4.7,9.0,3.5,7.7,0,8.0,6.7,0.6,Yes,Female,MECH,1,11.51
7.78,1,1,0,62.8,7.8,8.0,6.7,4.7,0,7.1,3.0,8.7,Yes,Male,ECE,1,13.11
7.57,0,1,1,58.8,4.5,4.7,9.3,7.2,1,5.6,6.5,6.1,Yes,Male,CSE,0,0.0
7.89,1,2,1,89.3,6.6,7.5,7.9,5.3,1,8.0,5.4,4.9,Yes,Male,CSM (AI/ML),1,9.79
7.69,1,3,2,48.2,5.5,5.7,8.1,6.1,1,1.7,1.2,9.2,No,Male,ECE,1,9.14
9.86,1,5,1,65.9,6.1,6.5,5.3,7.5,2,6.0,5.2,4.4,Yes,Male,CSM (AI/ML),1,10.05
6.76,3,0,0,49.8,7.9,3.9,6.6,5.5,0,6.1,2.3,4.9,Yes,Female,MECH,0,0.0
6.87,0,1,0,63.7,5.6,3.3,6.1,4.3,0,6.1,3.9,4.4,Yes,Male,CSM (AI/ML),0,0.0
6.78,1,2,1,96.3,8.0,7.2,6.4,5.8,1,2.3,4.7,7.7,Yes,Female,CSE,0,0.0
6.84,2,2,1,91.2,5.5,5.9,5.6,6.5,0,3.5,1.8,7.1,No,Male,MECH,0,0.0
6.76,1,3,0,68.1,6.4,6.8,4.5,7.3,0,5.2,4.9,5.8,Yes,Male,EEE,1,9.21
8.59,1,4,1,72.1,9.6,8.8,6.5,5.1,1,7.7,5.1,2.8,No,Female,CSE,1,15.79
8.82,1,3,2,69.5,6.4,5.3,5.2,5.5,0,9.3,6.6,4.3,No,Female,IT,1,9.36
6.83,3,2,2,57.1,6.1,5.4,7.3,6.6,0,4.2,4.0,2.8,Yes,Female,CSM (AI/ML),1,8.95
6.57,2,2,2,92.7,6.4,9.2,6.4,7.1,1,2.9,5.6,7.9,No,Male,EEE,1,11.3
7.87,4,3,0,83.1,5.7,5.8,3.5,6.6,1,7.1,4.8,1.6,Yes,Male,CIVIL,1,10.59
6.85,2,2,2,65.7,4.6,4.3,8.5,6.1,1,10.0,4.1,8.9,Yes,Female,CSE,0,0.0
8.03,1,1,2,58.5,9.5,7.2,7.1,5.3,0,7.7,1.5,8.2,No,Male,CIVIL,1,12.94
7.6,2,3,2,59.6,5.5,5.3,5.7,7.5,4,4.0,4.8,3.1,Yes,Female,EEE,0,0.0
5.88,1,5,1,67.4,3.8,4.2,5.9,8.0,0,10.0,6.6,4.2,Yes,Female,CSE,0,0.0
8.95,2,1,2,61.4,6.0,6.0,4.6,5.5,0,6.9,3.0,3.6,No,Male,EEE,1,9.8
9.2,0,2,3,80.2,6.8,7.4,6.3,5.6,1,3.9,4.5,6.2,No,Female,CIVIL,1,11.33
6.79,2,1,1,69.7,5.9,3.6,7.4,7.3,0,9.4,4.9,8.4,Yes,Male,MECH,1,5.18
7.01,3,5,2,46.7,6.1,3.6,9.0,6.5,1,3.8,7.3,7.9,No,Female,MECH,1,5.58
7.69,2,2,0,43.7,5.9,5.6,6.3,7.1,0,4.3,5.1,4.2,No,Female,CSE,1,9.74
7.73,1,0,3,77.9,6.9,3.7,6.5,6.7,0,7.0,5.6,8.1,Yes,Male,CSE,1,4.87
8.06,1,1,1,43.5,7.5,3.4,8.2,6.8,2,5.5,5.0,7.9,Yes,Female,ECE,0,0.0
9.41,0,1,4,56.4,5.9,5.8,4.7,5.7,3,5.6,4.0,4.8,No,Female,ECE,0,0.0
7.22,0,4,2,55.0,10.0,7.9,6.6,3.5,1,5.6,2.6,5.2,No,Male,IT,1,12.47
6.6,0,2,2,42.2,7.9,7.3,5.3,6.6,3,7.7,4.4,8.7,Yes,Female,ECE,0,0.0
6.02,1,3,1,67.0,6.2,5.6,6.6,7.3,0,0.9,5.8,7.6,Yes,Male,CSM (AI/ML),1,8.83
6.67,2,3,1,60.0,4.1,8.2,7.8,6.7,0,6.1,5.3,8.0,No,Female,CSE,1,9.01
7.37,0,2,2,51.8,6.4,9.1,3.9,5.3,0,4.9,8.1,10.0,Yes,Male,CSE,1,13.04
9.19,2,0,3,95.4,7.5,6.7,8.1,5.5,0,4.0,7.0,6.5,No,Male,CSE,1,11.83
6.88,3,1,1,23.1,7.5,5.1,6.9,9.7,0,4.0,7.6,5.9,Yes,Male,ECE,0,0.0
7.62,1,2,3,48.2,3.2,8.8,6.6,6.8,1,0.2,0.7,8.3,No,Male,CSE,1,8.91
7.38,1,2,2,52.8,6.4,8.7,8.4,3.0,2,3.9,8.3,9.8,Yes,Female,CIVIL,1,9.74
8.59,0,0,2,40.3,5.4,6.3,5.2,5.5,0,8.1,5.6,3.8,No,Male,ECE,1,8.57
9.93,2,0,1,98.1,8.6,8.1,4.4,6.0,2,7.2,5.9,4.7,Yes,Female,CIVIL,1,15.28
6.87,2,2,2,98.0,6.4,4.3,4.9,4.6,0,5.1,6.9,2.9,Yes,Male,CSM (AI/ML),0,0.0
6.91,1,0,1,51.0,2.5,1.9,7.2,6.1,1,2.7,5.0,6.0,No,Male,ECE,0,0.0
8.44,2,1,2,82.3,6.8,4.0,5.7,5.6,0,7.1,2.8,7.2,Yes,Female,ECE,1,10.18
8.08,1,5,3,71.5,3.1,6.2,5.1,6.6,1,8.1,8.0,3.0,Yes,Female,IT,1,6.76
9.25,2,4,2,88.5,6.9,5.7,4.9,5.9,0,7.6,3.4,7.8,No,Female,MECH,1,12.55
7.98,0,0,1,60.3,10.0,7.6,6.7,5.3,3,3.6,2.9,4.2,Yes,Male,ECE,1,11.24
7.04,0,3,1,68.9,8.4,3.0,6.4,5.8,0,3.8,4.5,4.0,No,Female,ECE,0,0.0
7.99,0,1,0,84.4,6.6,3.0,4.3,7.5,0,8.8,4.2,7.8,Yes,Male,CSE,0,0.0
8.51,0,3,0,82.0,5.1,7.2,4.3,6.4,0,3.1,5.0,3.8,No,Female,MECH,0,0.0
8.22,2,1,2,64.4,8.2,3.1,5.6,6.0,3,6.5,4.8,2.0,Yes,Female,IT,1,7.46
7.91,2,1,1,46.9,7.2,5.3,7.8,6.8,1,1.9,7.8,6.9,Yes,Female,CSE,1,10.92
8.47,2,3,2,49.8,5.8,5.8,5.8,6.3,0,4.9,6.0,4.9,No,Female,EEE,1,9.65
8.57,0,5,2,32.4,5.3,4.6,4.2,4.8,0,6.7,3.2,8.0,Yes,Female,ECE,1,5.66
8.78,1,2,0,74.6,4.7,6.9,6.3,7.3,1,5.4,3.5,7.1,No,Female,CIVIL,0,0.0
8.05,0,0,2,65.4,6.8,1.9,6.5,5.4,0,6.5,4.2,1.2,No,Female,CSE,0,0.0
7.23,1,3,2,66.6,5.5,9.3,4.2,5.8,0,3.0,4.2,8.2,No,Male,CSE,1,13.63
7.55,1,2,1,61.6,6.5,5.2,4.6,4.2,1,3.9,3.9,9.6,Yes,Male,CSE,0,0.0
8.61,1,4,1,43.7,7.7,5.5,7.5,7.5,1,6.5,2.7,7.6,Yes,Male,CSE,1,10.73
